LeadId,Converted,predicted,Score
7709,0,0,6
9220,0,0,14
3461,1,1,72
899,1,1,95
207,0,0,6
5203,0,0,23
458,0,0,17
2054,0,0,6
2430,0,0,7
250,0,0,7
8486,0,0,3
5437,0,1,45
1107,0,0,18
3389,0,0,21
5979,1,1,81
1713,0,0,22
3911,1,1,58
5383,1,1,65
715,1,0,28
552,0,0,16
1439,1,1,69
2270,1,0,16
3144,0,0,4
6917,0,0,15
2056,0,0,5
1925,1,1,86
634,0,0,5
6082,0,1,70
316,0,0,5
8558,0,0,6
8941,1,1,80
5424,0,0,15
427,0,0,4
7670,0,0,14
105,0,1,54
3041,0,1,92
4238,1,1,57
2169,0,0,29
1709,1,1,88
89,0,0,29
7014,1,1,60
7333,0,1,47
2241,1,0,4
3174,0,0,34
7713,0,1,41
6259,1,0,28
6732,0,0,16
1949,1,0,8
4044,1,1,88
9096,1,1,47
2848,0,0,2
6368,1,1,77
1,0,0,27
6139,0,0,11
4337,1,1,96
6047,0,0,5
935,1,1,83
713,1,1,71
2720,0,0,24
9195,0,0,28
5205,1,1,65
7906,0,0,10
591,0,0,10
9064,1,1,81
7753,1,1,72
2936,1,1,83
8744,0,0,26
2448,0,0,8
1576,0,1,44
8246,0,0,16
3762,1,1,81
213,1,1,60
778,0,0,7
5511,0,0,9
3496,1,1,87
8097,0,1,99
2043,1,1,92
8993,1,1,96
8781,0,1,90
5420,0,0,12
6154,1,1,100
1567,1,1,92
165,0,0,6
4702,0,1,52
3566,0,1,59
7902,1,1,38
8998,0,1,44
5439,1,1,100
2013,1,1,96
273,0,0,23
3860,0,0,4
4167,0,1,72
8211,1,1,87
3788,0,1,46
5183,1,1,100
394,0,0,7
583,0,0,5
9157,0,0,20
9226,0,0,8
116,0,1,46
6644,0,1,44
8336,0,0,8
6869,0,0,16
9193,0,1,69
9176,1,1,85
8270,1,1,46
520,0,0,5
1763,0,0,7
1875,0,0,30
5355,0,0,16
3965,0,1,62
3344,0,0,6
6598,0,1,81
2253,0,0,12
6877,0,0,36
3224,0,1,38
526,0,0,32
7722,1,1,81
2946,1,1,86
4473,1,1,81
3899,0,0,8
5655,1,0,10
692,0,0,16
6059,0,0,18
959,0,0,31
4444,1,1,68
8708,0,1,56
6342,0,0,8
6131,0,0,4
3633,0,0,23
5805,1,1,99
1050,1,1,86
590,0,0,17
519,1,0,16
3380,0,0,2
3676,0,0,9
5776,0,0,11
8347,1,0,32
6573,0,0,15
5179,1,1,86
1607,0,0,21
3610,0,1,46
9013,0,0,29
6635,0,0,8
9237,0,1,78
1809,1,1,75
791,0,0,21
792,0,0,7
3056,1,1,98
1855,0,0,8
8750,1,1,41
1980,0,0,13
3233,1,1,64
3598,1,0,16
933,0,0,22
3963,1,1,47
7890,0,0,2
7424,1,1,44
5626,0,1,48
5506,1,1,47
7620,1,0,11
6072,0,0,8
1682,1,1,96
4179,1,1,96
4026,1,0,35
8669,0,0,18
6446,0,1,49
4116,1,1,61
988,0,0,10
7964,0,0,26
8484,0,1,40
3453,0,0,21
2896,1,1,85
3778,1,1,85
5658,0,0,16
8424,0,0,7
3093,0,1,41
3155,0,1,76
5069,0,1,44
5806,1,1,58
3201,0,0,5
1823,1,1,88
8888,1,1,100
1098,1,1,78
8378,0,0,8
2844,1,1,84
886,0,0,24
3342,0,1,79
9159,0,0,2
7656,0,1,44
6540,0,1,87
8634,0,0,16
6096,1,1,82
515,0,0,11
3356,0,0,6
4833,1,1,73
1453,0,0,7
3553,0,0,9
3609,1,1,65
8951,0,0,12
4665,1,1,38
2506,0,0,4
2994,1,1,43
3999,0,0,5
6222,0,0,20
8973,0,1,53
9144,0,1,65
906,0,0,6
28,0,0,7
8517,0,0,8
2507,0,0,15
2428,0,0,6
5043,1,0,33
5346,1,1,94
762,0,0,16
3747,0,0,8
4811,0,0,29
284,0,0,37
686,1,0,36
4799,1,1,87
7437,0,0,8
2353,0,0,6
6353,0,0,11
3191,0,0,25
4569,1,1,88
21,0,1,43
2752,0,0,7
885,0,0,4
8602,0,1,52
917,0,0,2
8095,0,1,39
1040,0,0,5
6335,0,1,50
8185,0,0,3
7491,0,0,8
1265,1,1,74
4579,0,0,24
8554,0,0,6
7059,0,1,50
8891,1,1,92
277,0,0,3
5084,1,0,32
2084,0,0,16
1245,0,0,16
2382,0,0,4
571,0,0,3
1435,0,1,55
3902,0,0,9
5089,1,1,43
1247,1,0,11
7750,1,1,85
4681,1,1,95
3526,1,1,47
6557,1,1,65
2514,1,1,91
5445,0,0,4
1007,1,1,94
4770,0,1,45
6508,0,0,15
6999,1,1,100
4543,1,1,90
7779,0,0,12
8930,0,0,16
8840,1,1,91
4455,0,1,79
2064,0,0,37
5352,0,0,5
8522,1,0,35
1690,0,0,8
3117,0,0,8
8785,1,1,91
5343,1,0,18
1985,0,0,15
294,0,0,8
1547,0,0,12
2012,1,1,39
588,0,0,7
3329,1,1,83
2403,1,1,86
2129,0,0,3
3998,1,0,25
1574,1,1,100
3741,0,0,16
3508,0,0,3
8512,0,0,8
2719,1,1,51
8490,0,1,88
4521,0,1,49
6678,0,1,47
5150,0,0,18
2808,0,0,16
8807,0,1,54
556,1,1,90
6276,1,1,75
8238,0,1,57
4795,1,1,100
2469,0,0,14
3738,0,0,32
4286,0,0,5
8342,0,0,28
5289,0,0,5
1716,1,0,31
7512,0,1,54
2604,0,0,36
362,0,0,3
6924,0,0,26
1704,1,0,17
6959,0,1,47
7738,1,1,100
6714,1,1,92
6496,1,1,93
2139,1,1,38
3239,0,0,26
2383,0,0,8
7314,1,1,38
4311,0,0,13
1285,1,1,72
1312,0,0,8
8181,0,1,88
1996,0,0,6
3930,0,0,8
6183,0,0,8
5985,1,1,47
7850,0,1,49
1591,1,1,58
8942,1,1,57
8672,0,0,13
2162,1,1,65
2396,0,1,46
317,1,0,14
6367,0,0,6
8725,0,0,28
3111,0,0,8
5233,1,1,80
4688,1,1,78
5068,1,1,83
4036,1,0,16
795,1,1,48
3020,1,0,7
1711,0,0,13
3387,0,0,9
36,0,1,52
4549,1,1,81
913,1,0,15
5721,0,1,75
5295,0,0,10
3972,0,0,20
5370,0,0,29
6471,0,1,42
4133,1,0,35
974,0,0,5
7291,1,0,33
983,1,1,86
7393,0,0,12
954,1,1,88
1418,0,0,18
7428,0,0,8
1560,1,1,47
4135,1,0,22
5582,0,0,20
4616,0,0,29
4265,0,0,8
1355,1,0,13
8594,1,1,84
5016,1,1,47
8988,0,0,8
7816,0,0,7
7708,0,0,5
987,0,0,18
2682,0,0,31
7490,1,1,98
5047,0,0,5
1640,0,0,23
1290,1,1,90
3681,0,1,52
1380,1,0,33
1933,1,0,8
4675,1,1,100
2376,1,1,88
3160,0,0,22
2030,0,0,8
892,1,1,85
7287,0,0,35
4876,0,0,2
4069,1,1,87
4255,0,0,10
2,1,1,88
8366,0,1,91
8664,0,0,27
2109,1,1,69
849,0,0,3
2737,0,0,21
2466,0,0,30
7657,0,0,7
1914,0,1,86
1596,0,0,8
5872,1,1,100
1913,1,1,47
5139,0,0,10
8957,0,1,81
5640,0,0,16
2736,0,0,2
726,0,1,65
7214,1,1,60
53,0,0,7
1796,0,0,8
7684,0,0,13
3845,1,1,83
6007,0,0,24
6402,0,1,46
2553,0,0,8
2800,0,0,13
936,1,1,99
2265,0,0,16
824,1,0,18
4321,0,0,16
7274,0,0,16
3401,1,1,87
1389,0,0,13
3564,0,0,4
7410,0,0,16
884,1,0,27
5429,0,0,32
7742,1,1,70
7827,0,0,19
5703,0,0,8
5690,0,0,6
4867,1,1,70
6707,0,0,10
7878,0,0,37
7320,1,1,95
6369,0,0,4
1868,0,0,30
5181,0,1,76
10,1,1,41
3415,0,0,27
5421,0,1,57
7486,1,1,87
1463,0,0,8
806,0,0,3
4805,0,0,4
7547,1,1,56
9137,0,0,8
4068,1,1,98
2108,1,1,38
8447,0,0,8
2041,0,1,38
2234,0,0,4
7307,1,1,53
963,0,0,27
7511,0,0,15
8090,1,1,93
4494,1,1,55
2632,1,1,98
6094,1,1,89
7092,0,1,73
704,0,0,4
431,0,0,6
7832,1,1,86
4388,1,1,43
6077,0,1,53
145,0,0,3
6467,0,0,23
2033,0,1,79
7837,1,0,18
375,0,0,7
1165,1,1,89
3500,1,1,82
2050,1,1,53
3760,0,0,8
2624,0,0,5
4484,0,1,42
4435,0,0,7
3430,0,1,58
7999,0,0,4
7069,0,0,36
4361,0,0,22
2424,1,1,83
1262,1,0,29
1771,1,1,100
3511,1,0,19
271,1,0,6
4792,0,0,10
4843,1,1,88
244,0,0,24
9091,1,1,66
4572,0,0,14
2032,1,1,41
5053,0,0,8
8157,0,0,13
813,1,0,16
8927,0,1,95
6010,1,1,40
3810,1,1,92
5727,0,0,16
7583,0,0,16
9201,1,1,80
3212,1,1,96
1804,1,1,100
8583,1,1,93
4346,0,0,6
2461,1,1,100
545,0,1,59
3241,1,1,73
738,1,0,21
310,0,0,11
3521,1,1,81
7037,1,1,55
1131,0,0,13
5545,0,0,14
492,0,0,13
4111,0,0,31
7328,1,0,33
2769,1,0,28
7564,0,1,75
920,0,0,8
9051,0,1,78
8416,0,0,14
3587,0,0,17
6640,0,0,4
3959,0,0,8
7694,0,0,13
38,0,0,12
4459,0,0,5
7126,1,1,82
4278,1,0,34
7129,0,1,83
2983,0,0,2
5290,1,1,43
6948,0,0,3
130,1,1,96
5217,1,0,32
7980,0,0,19
9166,0,0,32
2667,0,0,6
7138,0,0,16
3223,1,1,39
1182,0,0,27
7693,0,0,28
5392,0,0,10
614,0,0,14
9149,1,0,16
1466,0,1,58
4497,1,1,71
3042,1,1,94
934,1,1,52
2419,0,0,3
5085,0,0,19
3294,0,1,38
6737,1,1,88
1500,1,1,70
4822,1,1,85
826,0,0,7
1521,1,0,30
8643,0,0,8
6831,0,0,4
2930,1,0,13
4232,1,1,53
7686,1,0,26
628,0,0,9
4430,1,1,49
3853,0,0,17
390,0,0,7
4345,0,0,18
9106,0,0,24
7124,0,0,7
5913,1,1,71
3990,0,0,13
400,1,1,46
4806,0,0,14
5135,1,1,86
8265,1,1,44
3359,1,1,79
46,0,1,66
5657,1,0,33
8044,1,1,100
488,0,0,8
3993,0,1,54
3642,1,1,56
3726,0,0,8
8824,0,1,79
5208,0,1,55
6609,0,0,8
7704,0,0,5
5319,1,1,67
709,1,1,74
7119,0,0,6
2421,0,0,8
5604,0,1,47
1750,0,0,26
9190,0,1,87
8318,0,0,24
4062,1,1,100
8977,1,1,74
338,0,0,8
215,1,1,67
3663,0,0,8
1341,1,1,50
8817,1,0,5
7982,1,0,29
5616,0,1,53
3894,0,0,5
3640,0,0,24
329,0,0,5
8114,0,0,26
3004,0,0,5
6960,0,0,8
4090,0,0,10
3115,0,0,12
9076,1,1,94
2322,0,0,12
6667,0,1,89
7009,1,1,75
4197,1,1,99
3549,1,1,85
1458,1,1,89
171,0,0,3
4203,0,0,16
8598,0,0,8
3569,1,1,79
4226,0,1,58
8248,1,1,53
5158,1,1,68
4120,0,0,19
6185,0,0,8
1639,0,0,13
938,1,1,51
60,0,0,8
1240,0,0,8
5760,0,0,8
5136,0,0,5
2343,1,1,93
6856,0,1,39
2120,0,0,16
1524,0,0,17
7617,0,0,8
153,0,0,6
6344,1,1,41
481,0,0,16
6122,0,0,6
4460,0,0,16
7674,1,1,81
7101,0,0,16
3920,0,0,10
7658,1,1,75
7411,0,0,8
1762,0,0,19
7634,0,0,31
7315,0,0,4
750,0,1,44
7715,0,0,8
1785,0,1,43
8381,0,0,26
7479,0,0,2
6212,0,0,8
4501,0,0,3
4853,0,0,26
2711,0,0,19
6766,0,0,16
4150,1,1,49
4193,0,0,5
1333,0,0,11
1250,0,0,24
6887,1,1,47
2854,1,1,97
186,1,1,87
1136,0,0,23
8674,0,1,79
8968,0,0,7
2058,0,0,12
8419,1,0,32
3850,0,1,47
148,0,0,25
4124,0,0,17
4889,0,0,6
8274,0,0,6
3363,0,0,11
4788,1,1,99
2866,1,1,55
3776,0,0,19
1386,1,1,100
5941,0,0,6
3067,0,0,13
8359,0,0,10
5695,1,1,99
3629,0,0,14
8734,1,1,40
4797,1,1,78
8260,0,0,16
3028,1,1,93
2969,0,0,19
8575,0,0,3
1708,0,0,6
2953,0,0,4
454,1,1,99
6964,0,0,6
6136,0,0,5
5868,1,1,97
6411,1,1,87
609,0,0,2
4263,1,1,81
4826,1,1,86
645,0,0,16
7454,1,0,23
8916,0,1,85
2074,0,0,3
4052,0,0,33
341,0,0,19
8041,0,0,8
1622,0,0,6
7141,0,0,8
5796,0,0,8
7184,0,0,3
5475,0,0,13
8541,1,1,91
74,0,0,6
8519,0,0,17
2051,0,0,7
2541,1,0,19
1301,0,0,5
5877,0,1,88
7368,0,0,8
1304,1,1,82
8393,0,1,95
2599,0,0,13
2573,0,0,16
3186,1,1,68
2768,1,1,52
4831,1,1,42
4223,1,1,88
8912,0,0,8
2106,0,0,8
2679,0,0,24
1387,1,1,100
8243,1,1,98
8922,0,0,9
7083,0,0,14
1279,1,1,66
804,1,1,48
1555,0,0,8
8763,1,1,100
4566,0,0,26
8932,0,0,3
4841,0,0,7
3594,0,1,56
6035,0,0,3
6852,1,1,96
4177,0,0,16
1308,1,0,8
3452,1,1,47
3695,1,1,48
4242,1,0,34
2198,1,1,65
4425,0,1,47
6150,1,1,68
943,1,1,91
822,1,1,100
5005,0,0,29
6612,0,1,45
5619,0,0,9
4547,1,1,48
2538,0,0,32
5207,1,1,80
8790,1,1,84
8313,0,0,11
3054,0,0,7
3675,0,0,12
7776,0,0,20
7218,0,0,37
6722,1,1,85
3300,0,0,5
3310,1,1,95
7221,0,0,3
5954,0,1,48
832,0,1,39
3462,1,1,51
7643,0,0,9
54,0,0,8
3451,0,1,53
6305,1,1,96
1481,1,1,95
4873,1,0,28
8038,1,0,14
3335,0,0,9
6016,1,0,16
4926,1,1,92
5797,1,1,91
9083,0,1,47
5083,0,0,8
6645,1,1,68
5490,1,1,90
768,1,1,46
2065,0,1,88
8777,0,1,41
7311,0,0,16
4524,0,0,2
2717,0,0,6
2079,1,1,58
951,0,0,14
8058,0,0,23
2482,0,0,19
1759,0,0,8
4422,1,1,90
6704,0,0,3
5182,0,0,7
3701,0,0,7
4243,0,0,25
688,0,1,50
3432,1,0,16
4944,1,1,90
966,0,0,24
8761,1,1,86
2713,1,1,89
4757,1,1,58
8818,1,0,31
6320,0,0,9
5975,1,1,59
3572,0,0,8
5299,0,0,17
1990,1,0,29
1205,0,0,36
4971,1,1,85
6783,0,1,40
3600,0,0,3
6490,0,0,3
8070,1,1,99
7973,0,0,1
1625,1,1,89
536,0,1,56
7970,1,1,100
4212,1,1,100
6456,0,1,43
3507,0,0,12
7112,0,0,11
2708,1,1,48
5031,0,0,6
6514,0,1,41
4662,1,1,100
4021,1,0,17
1854,0,0,8
8709,0,0,1
2872,0,0,21
3030,0,0,5
1645,0,0,16
3417,1,1,53
3476,0,0,18
8825,0,0,16
1792,0,0,26
3797,0,0,19
3368,0,1,57
7196,0,0,5
8906,1,1,83
5109,0,0,7
6024,0,0,17
8582,1,0,13
126,0,0,4
5959,0,0,8
3876,0,1,47
4451,0,1,42
7147,0,0,7
3531,0,0,29
827,0,0,37
7790,0,0,8
984,0,0,5
7783,0,0,9
2443,1,1,100
345,1,1,40
814,0,0,8
6166,1,1,72
5779,0,0,2
2116,0,1,41
793,0,0,8
6898,1,1,74
2674,1,1,99
94,0,0,11
4225,0,0,11
3756,0,0,5
2891,0,0,16
2371,0,0,3
8673,1,0,33
3228,0,1,85
7863,1,1,100
6359,0,0,36
8487,0,0,14
7326,1,1,84
6028,1,1,96
1865,0,0,5
4612,1,1,94
2645,1,1,47
2243,1,1,93
5373,1,0,29
2336,1,0,16
950,0,0,3
1120,0,0,8
2204,0,0,6
419,0,0,14
922,1,1,38
5408,1,1,47
5788,0,0,8
5742,1,1,76
7667,0,0,13
5567,0,0,11
8135,0,1,67
1202,0,0,10
5765,0,0,8
1970,0,0,11
4018,1,1,65
3687,1,0,8
1997,0,1,59
4033,1,0,16
1248,0,0,37
2192,0,1,38
2712,1,1,42
2190,0,0,8
4670,0,1,73
5142,1,1,44
5984,0,0,18
6565,1,1,100
7804,0,0,18
6943,0,1,62
2136,0,0,8
1065,0,0,23
600,1,0,35
4227,1,0,37
7577,1,1,47
77,1,1,100
7546,1,1,95
2898,0,0,3
4820,0,1,46
8590,0,0,8
6413,0,0,25
8007,0,0,9
5468,0,0,8
5951,0,0,13
3391,0,0,11
5415,0,0,7
2560,1,1,50
8162,0,0,8
2635,0,0,3
5256,0,1,41
3530,0,0,8
1908,0,0,6
235,0,0,3
1604,0,0,8
7984,1,0,36
3490,0,0,14
1994,1,1,78
2824,0,0,2
8573,0,0,5
1342,1,0,2
1619,1,1,86
5287,0,0,10
2060,1,1,74
9196,1,1,98
2219,0,0,33
6038,0,1,38
260,1,1,100
8650,1,1,85
3744,0,0,16
2026,1,1,81
6988,1,1,47
4234,0,0,24
1917,0,0,16
1828,0,0,16
6233,0,0,16
8619,0,0,33
6283,0,0,4
4208,1,1,97
224,0,0,16
6469,0,0,10
8697,0,1,88
846,1,1,93
4289,0,0,18
5560,1,1,47
2551,0,0,12
117,0,0,30
5966,0,1,45
8195,0,1,47
7489,1,0,30
5,0,0,8
5342,0,0,11
4324,0,1,46
1063,1,0,5
2590,1,1,96
8434,1,1,98
3735,1,1,99
3517,0,0,14
6986,1,0,37
6767,1,1,60
5622,0,1,74
1605,1,1,72
1733,0,0,31
8628,0,1,66
3812,0,0,29
8889,1,1,61
1761,1,1,96
5401,0,0,17
2739,0,0,8
2472,1,0,36
6738,0,1,46
6891,0,0,4
7943,0,0,8
4206,0,0,34
6371,0,0,26
232,0,1,80
8258,0,0,8
7561,0,1,78
6168,0,0,16
3596,0,0,16
6288,0,0,5
4632,0,0,5
125,0,0,3
7641,1,1,98
6229,1,1,60
1296,1,1,79
1976,0,1,59
8757,1,0,21
5750,0,0,14
8152,0,0,5
3086,1,1,75
8564,1,1,60
6882,1,1,47
8593,0,0,16
7673,0,0,21
3345,0,0,16
8172,0,1,88
8705,0,0,16
5870,0,0,4
6506,0,0,8
2797,1,1,98
918,1,1,100
1646,1,0,21
5122,0,0,7
5126,0,1,86
4621,0,0,13
6809,0,0,6
364,1,1,100
2125,0,1,47
8150,1,0,25
55,0,0,4
638,0,0,11
302,0,0,13
5811,0,0,14
1276,0,0,20
4432,1,1,98
3644,0,0,3
4143,0,0,10
2878,1,1,57
6493,1,0,16
5240,1,1,85
8692,0,1,85
6937,1,1,100
7240,1,1,82
2593,1,1,67
2393,1,0,30
523,0,1,49
6376,0,0,8
6981,0,1,39
6677,0,0,8
3900,1,1,72
8899,1,1,94
5585,1,1,46
8646,1,1,82
7956,0,0,13
7570,1,1,90
6777,0,0,31
671,1,0,11
4188,0,1,47
666,0,0,12
3266,1,0,25
1887,1,1,75
8472,0,0,18
7687,0,0,23
6031,0,1,56
6090,0,1,57
6238,1,1,68
7350,0,0,7
7830,0,0,14
760,1,1,55
6254,0,0,3
1906,0,1,82
3818,0,0,9
6269,1,1,69
4300,0,1,47
5569,0,0,8
7941,1,1,72
4164,0,0,19
5971,0,0,16
3579,0,0,8
2832,0,0,29
5449,0,1,48
3472,0,0,11
6327,0,0,16
137,1,1,88
7043,1,1,53
4892,1,1,93
2180,0,0,4
7730,0,0,8
3177,1,1,72
4854,0,0,27
4637,0,0,11
5115,0,0,9
7648,0,0,10
4261,0,0,16
1331,1,0,33
7002,0,0,16
6941,0,0,7
8017,0,0,3
6241,0,0,16
9227,1,1,89
6881,0,0,5
4530,0,0,19
4673,0,0,8
6996,1,1,74
1252,0,0,5
3374,0,0,24
2814,1,1,39
4719,1,1,55
6544,1,1,100
4858,1,1,82
7901,0,0,37
8580,1,0,8
8427,0,0,12
1077,1,0,13
4363,0,0,2
770,0,1,54
249,1,1,94
7239,1,1,88
3419,0,0,3
4976,0,1,40
4544,0,0,9
5565,0,0,6
7939,0,0,8
716,0,0,11
8915,1,1,63
2048,0,0,17
5997,0,0,8
6600,0,0,11
7245,1,1,98
4178,0,1,47
4809,1,1,74
8759,1,1,98
7140,0,1,38
7190,1,1,72
1460,1,0,8
5989,0,0,32
2000,0,0,10
8175,1,0,30
404,1,1,50
384,0,0,15
8764,0,1,97
1633,0,0,3
8828,0,1,73
4784,1,1,99
8735,0,0,11
6970,0,0,35
3925,0,0,27
4158,1,1,57
7449,1,1,43
8415,1,1,95
2193,0,0,8
1015,1,0,37
5124,0,1,52
7418,0,0,9
7409,1,1,83
2871,0,0,8
9,0,0,9
1838,0,0,10
4804,1,1,60
255,1,1,65
7026,0,0,16
5713,0,0,10
3324,0,1,47
7714,0,0,9
1581,1,1,44
924,0,0,17
2779,0,0,2
7891,1,0,24
6132,0,0,8
5320,1,0,8
7312,0,0,10
7102,1,1,72
6042,0,0,2
3775,0,0,8
4835,0,0,8
4964,0,0,10
539,0,0,10
7483,0,1,39
2745,0,0,2
3719,0,0,33
6819,1,1,85
4468,0,0,11
667,1,1,88
7575,0,0,8
8549,0,0,11
5063,0,0,32
1353,0,0,6
7114,0,0,5
9027,1,0,33
8662,1,0,32
2703,1,1,62
3330,1,1,96
8053,1,1,98
3584,0,0,12
8722,1,1,72
5645,0,0,12
3376,1,1,69
1256,0,0,7
6190,0,0,8
5348,0,0,3
4175,0,0,15
4910,0,0,16
1852,0,0,8
6316,0,0,8
9103,0,0,14
2105,1,1,84
133,1,1,100
5029,0,0,14
928,0,0,11
823,0,0,4
7576,0,0,8
1531,0,0,4
1214,1,1,90
504,0,0,30
6530,1,1,100
3072,1,1,100
8647,0,1,82
6619,0,0,14
3709,0,0,8
4849,1,1,100
4748,1,1,86
4268,1,0,25
9126,1,1,91
4186,0,1,41
5301,0,0,4
2923,1,0,27
6588,0,0,7
1810,0,0,6
3486,1,1,88
7419,1,0,33
3141,0,0,16
1324,1,1,99
4312,1,0,5
7494,0,0,34
8702,0,1,79
8691,0,0,16
8780,0,0,19
5541,1,1,96
6172,1,1,39
1540,1,1,84
2681,1,1,99
9130,1,1,85
6313,1,1,79
1191,0,1,38
5293,1,1,100
1542,1,1,99
7056,0,0,16
2539,0,0,15
953,1,1,94
7241,0,0,2
6731,0,0,24
4846,0,0,36
6801,0,1,40
8010,0,0,4
4330,1,1,94
5334,1,1,68
7330,0,1,45
4729,0,0,9
6541,0,1,48
5305,0,0,14
5161,0,0,6
7860,0,1,59
2156,0,0,4
1062,0,0,15
1167,1,1,47
3636,0,0,10
7651,0,1,78
5588,1,1,95
7192,0,0,5
4491,0,1,47
7266,0,0,8
4980,0,0,30
8335,1,0,16
9194,0,0,18
4946,0,0,18
2782,1,1,47
717,0,0,4
2502,0,1,60
4360,1,1,91
4171,1,0,17
8082,1,1,95
9015,1,1,100
395,0,0,16
7186,1,1,53
9074,1,1,84
4492,0,0,25
1365,1,1,100
8801,1,1,96
5917,0,0,2
4968,1,1,78
2914,1,1,75
5644,1,1,79
3766,0,0,8
3440,0,0,8
7357,0,0,3
6806,0,1,84
2143,0,0,3
5104,0,0,15
5073,0,0,6
1571,1,1,47
4079,0,1,63
1122,0,0,8
2786,1,1,100
2967,1,1,38
2504,1,1,97
5988,0,0,11
7164,0,0,8
728,0,0,2
7587,0,0,6
7543,0,0,25
412,0,0,6
5745,0,1,48
7668,0,0,4
825,0,0,18
3267,1,1,100
3974,0,0,6
8808,0,0,13
8306,0,1,47
417,0,0,10
6748,0,0,18
2082,0,0,30
3373,1,0,16
5726,0,0,16
4107,0,0,12
4380,0,0,6
7723,0,1,57
1066,0,0,9
3913,0,0,16
5536,1,1,47
8002,1,1,54
5387,0,1,83
5732,1,1,79
2738,0,0,12
5052,1,1,47
4000,0,0,22
2427,1,0,35
6833,1,1,47
1687,0,0,4
851,1,1,43
6303,0,0,16
5878,0,0,16
8527,0,0,15
2839,0,0,7
4611,0,0,8
2489,1,1,88
6905,0,0,4
7390,0,0,16
2849,0,0,3
6665,1,1,38
5881,0,0,7
4452,0,1,38
7421,1,0,5
6484,1,1,41
2479,1,1,86
6617,1,1,100
2141,0,0,18
5188,0,0,32
2744,1,1,67
7253,1,1,88
3506,0,0,8
1679,0,0,8
4249,0,0,3
3147,1,1,92
8130,1,1,40
7004,0,0,4
580,1,0,28
4070,0,0,30
3343,1,0,16
7404,1,1,42
3672,0,0,6
559,0,1,50
5237,0,1,48
7805,1,1,97
512,0,1,54
1081,0,0,8
1664,0,0,16
1931,1,1,41
8929,0,1,59
1150,1,1,75
2838,0,0,8
5949,0,0,25
8308,0,0,23
5177,0,0,18
830,0,0,16
8311,0,0,5
4752,0,1,48
8980,1,1,96
635,0,0,16
4465,0,0,8
6799,1,1,44
7987,1,1,50
7079,0,0,13
6966,0,0,4
4142,0,0,13
7027,0,0,2
876,1,0,8
4869,1,1,59
5315,1,1,47
5222,0,0,13
4,1,0,25
3051,1,1,88
5691,0,1,47
3124,0,1,48
2491,0,0,10
3854,1,1,83
4777,1,1,92
7509,0,0,16
6457,0,0,23
6293,0,0,16
1148,1,0,33
574,0,0,20
3769,0,0,8
4146,0,0,4
853,1,0,7
5919,0,0,8
6614,0,0,8
6002,1,1,46
4495,0,0,8
8173,1,1,82
6655,0,1,41
2368,1,1,42
4780,1,1,47
7992,0,0,24
2950,1,0,4
5625,0,1,80
6971,0,0,13
8716,1,0,17
1841,0,0,8
5986,0,0,14
537,0,0,6
2806,1,1,99
5801,1,1,99
5596,0,0,11
7206,0,0,34
7343,0,0,19
7560,0,0,2
8096,1,1,73
784,1,1,100
1409,0,0,2
154,1,1,45
7806,0,0,34
3009,0,0,15
1686,0,0,18
4014,1,1,48
7455,1,1,89
3863,0,0,6
2733,0,0,8
1895,0,0,9
5442,0,1,44
569,0,0,7
6709,1,1,98
5854,1,1,41
1816,0,0,12
8319,0,0,16
3394,0,1,38
3327,0,0,6
9222,0,1,40
6102,1,0,3
2975,0,0,4
980,0,0,17
190,0,0,8
5088,0,0,10
699,0,0,7
9014,1,1,61
606,0,0,4
301,1,0,17
3420,1,1,47
9056,0,0,13
1060,1,1,47
3444,1,1,100
1069,0,0,5
2205,0,0,15
7339,0,0,8
8208,1,1,41
7679,0,0,13
4642,1,1,71
7683,1,1,92
7996,1,0,34
5600,0,0,10
7022,0,0,3
4893,0,1,90
225,1,1,45
3354,0,0,13
5895,1,1,92
8754,1,1,87
3436,1,0,28
1693,1,1,79
6893,0,0,8
1045,1,1,61
3446,1,1,74
8050,1,1,69
9221,0,1,78
4735,1,1,48
4496,1,1,80
1218,0,0,8
6015,1,1,96
3987,0,0,8
4911,0,0,10
4493,0,1,47
6944,1,1,98
5699,1,1,91
8352,0,0,8
956,1,0,35
2869,0,1,39
4433,0,0,23
4973,1,1,79
2961,1,1,100
2200,0,0,4
98,1,1,79
9100,1,1,98
2557,0,0,27
8445,1,1,86
4199,0,0,7
5539,0,0,8
1648,1,1,52
6197,1,1,46
6295,0,0,16
4499,0,0,8
1154,0,0,8
2255,0,0,8
3170,1,1,47
7400,0,1,43
7158,0,0,16
3108,0,0,8
4548,1,1,59
5423,1,1,99
2049,1,1,92
8815,0,1,79
9049,1,1,75
262,1,1,100
4061,1,1,97
5534,1,0,37
6616,1,1,68
8120,1,1,100
8155,0,0,6
1802,0,0,13
4736,0,1,45
2385,0,0,29
6694,0,1,75
5759,0,0,16
1959,0,0,5
2976,1,1,99
8680,0,0,8
1843,0,0,11
1734,0,0,23
2911,0,0,13
8338,1,0,26
1986,1,0,22
6546,1,1,100
7098,1,1,94
2811,0,0,6
659,1,0,23
2511,0,0,11
4282,0,0,17
8800,0,0,26
6287,0,0,8
1930,1,1,77
7125,1,1,63
197,0,0,7
7777,0,0,8
2931,0,0,8
8004,0,0,10
2327,0,0,16
4389,1,1,47
8958,0,1,73
